Item Code,Old Code,Description,UOM,Item Type,Forecasted,Manufacturer,Buisness Unit
1-13192-0,ROM-HP3040A,"REGULAR SIZE, DETACHABLE CABLE, 30*40CM, 100W, WASHABLE COVER",Ea,TRD,No,Rossmax International Ltd,Retail
1-13209-0,MN-121-51825,DISPOSABLE AUTOSHIELD CROWN TROCAR SET   Φ5.5X100,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13210-0,MN-121-01825,DISPOSABLE AUTOSHIELD CROWN TROCAR SET   Φ10.5X110,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13211-0,MN-121-81825,DISPOSABLE AUTOSHIELD CROWN TROCAR SET,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13216-0,MN-122-3G113,DISPOSABLE CURVED MARYLAND DISSECTING FORCEPS,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13237-0,MN-122-4A223,DISPOSABLE ALLIS GRASPING FORCEPS,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13018-0,DIP-PCMCI-051824,"NOT ABSORBABLE COMPOSITE POLYVALENT POLYPROPYLENE MESH. 18X24, SEAMS Ø 5  CM",Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12948-0,DIP-P3EML,MACROPOROUS LIGHTWEIGHT MESH WITH HOLE. 6X12 CM,Ea,TRD,Yes,DIPRO MEDICAL DEVICES S.r.l.,Medical Disposables/Classic
1-12966-0,DIP-TEVS3D,"MACROPOROUS LIGHTWEIGHT 3D PLUG - SMALL SIZE. 2,2X2,3 (HXØ) CM",Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
5-10038-0,ROM-S150,"90 MEM.(MEMORIES), ONE TOUCH, HRI (PIE), IHB PLASTIC STORAGE CASE",Ea,TRD,No,Rossmax International Ltd,Retail
5-10039-0,ROM-BQ705,"2X60 MEM., GUEST MODE, HRI(4 BAR HYPERTENSION RISK INDICATOR), IHB(IRREGULAR HEART BEAT), 3 AVG.(AVERAGE MODE), TIME AND DATE, XL-DIGIT, MOVEMENT DETECTION, CALIBRATION, PC LINK OPTION, PLASTIC STORAGE CASE",Ea,TRD,No,Rossmax International Ltd,Retail
5-10040-0,ROM-CH91,"SEMI-AUTO, 90 MEM., IHB, STRING BAG; LCD: 44X 54 MM",Ea,TRD,No,Rossmax International Ltd,Retail
5-10053-0,ROM-AC1000f,"""7MEM., AUTO/AUSCULTATION, MANUAL DEFLATION RATE   ADJUSTMENT, BP MARK, ARR, AF, PC(PREMATURE CONTRACTION), BRAD, TACH, MOVEMENT DETECTION, CUFF DETECTION,   RECHARGEABLE BATTERY, DC",Ea,TRD,No,Rossmax International Ltd,Retail
1-13055-0,X-IS-002K,IV SET - 20 DROPS,Ea,TRD,Yes,Shinva Ande Healthcare Apparatus Co. LTD,Medical Disposables/Classic
1-13058-0,X-BS-005K,IV BURETTE SET FOR PUMP,Ea,TRD,Yes,Shinva Ande Healthcare Apparatus Co. LTD,Medical Disposables/Classic
1-13032-0,JM-S2401-5,"IV SET - 20 DROPS , WITH MALE LUER LOCK, WITH 4-NEEDLE  FREE INJECTION SITE X-NS-000K",Ea,MFG,No,,Medical Disposables/Classic
1-13037-0,JM-S2401N,"IV SET LIGHT RESISTANT - 20 DROPS , WITH MALE LUER LOCK, WITH NEEDLE FREE INJECTION SITE X-LS-002K",Ea,MFG,No,,Medical Disposables/Classic
5-10097-0,ROM-V5,"600 MMHG VACUUM, 30 L/MIN FLOW RATE, TRIPLE PROTECTION, TUBING DEPOSITORY, 100-120V/220-240V",Ea,TRD,No,Rossmax International Ltd,Retail
5-10113-0,MN-DS5-S4W,DOCKING STATION DS5 4 SLOTS STANDARD CONFIGURATION WIFI,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10114-0,ROM-CH155F,"BLOOD PRESSURE MONITORING UPPER ARM AUTO, 90 MEM., IHB, STRING BAG; LCD",Ea,TRD,No,Rossmax International Ltd,Retail
5-10115-0,SH-0034A-PB10001,"NC10 (SEMI MODULARPATIENT MONITOR, 5 LEADSECG, SUNTEC NIBP,TEMP, MASIMO SIDESTREAM, WALL MOUNT)",Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
1-13134-0,JF-8900-M751G-1,NEBULIZER SET WITH PEDIATRIC MASK AND 2M OXYGEN TUBING,Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
1-13052-0,JM-FM-6-A,"ANESTHESIA FACE MASKS, INFLTBLE W/HDGR SZ 6 BIGADLT",Ea,MFG,Yes,,Medical Disposables/Classic
1-13255-0,MN-122-3A273,DISPOSABLE DOUBLE ACTION FENESTRATED JOHAN GRASPING FORCEPS  (JAW LENGTH: 22MM),Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13260-0,MN-122-3G283,DISPOSABLE SINGLE ACTION FENESTRATED JOHAN GRASPING FORCEPS  (JAW LENGTH: 22MM),Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13274-0,MN-122-4G343,DISPOSABLE CLAW GRASPING FORCEPS,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13094-0,JF-C2410B,"CATHETER SUCTION TRAY, SIZE 10FR, 50/CS WHISLE TIP",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
1-13289-0,MN-121-43004,DISPOSABLE SUCTION AND IRRIGATION TUBES,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10152-0,aX-100-200,"ANESTHESIA MACHINE INCLUDING VENTILATOR UNIT, 12.1"" TFT TOUCH SCREEN, GAS SUPPLY: O2, N2O, AIR WITH ALL ITS ACCESSORIES",Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
1-12860-0,VAC 2119-030,YELLOW SUCTION TUBING 30M ROLL,Rol,TRD,Yes,VacSax Ltd,Medical Disposables/Classic
5-10159-0,aX-402-100,HUMIDIFIER | VH-1500 | 220 V,Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
1-13305-0,JF-FMASK-B,"FACE MASK, NON WOVEN, 3PLY, BLUE WITH ELASTIC",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
5-10162-0,FZ-F-20.00,NEW SUCTION PUMP  230V-50/60HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10166-0,FZ-F-30.40,SUCTION PUMP 2X1 LT JAR 230V-50/60 HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10177-0,FZ-F-31.60,SUCTION PUMP AC/DC 2X2 LT. JAR 230 V- 50/60 HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10180-0,FZ-F-90/4,MOBILE SUCTION PUMP 2X4 LT.JAR 230V - 50/60 HZ 0 COMPLETE WITH FOOTSWITCH DISPOSITION WITHOUT PEDAL,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10209-0,FZ-F-35.40/P,SUCTION PUMP 2X1 LT.JAR 230V-50/60 HZ AND FOOT SWITCH PREDISPOSITION,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10227-0,SH-040-000485-00,12PIN 3-LEAD CLIP CONNECTOR ECG CABLE/LEAD REPLACEABLE ANTI-DEFIBRILLATION/IEC,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
4-10038-0,MN-222-5T3283,"MANHES  DISSECTING  AND  GRASPING  FORCEPS,""DUCKBILL"" Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10039-0,MN-222-5S3303,"BOWEL  GRASPER,  FENESTRATED Φ 5X360",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10040-0,MN-222-5T3303,"BOWEL  GRASPER,  FENESTRATED Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10049-0,MN-222-0S3413,CLAW  FORCEPS，2X3  TEETH Φ 10X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10056-0,MN-222-5T3493,"VANCAILLIE  ADHESION  FORCEPS,  ONE  JAW  FENESTRATED Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10066-0,MN-222-5T3773,"DISSECTING  AND  GRASPING  FORCEPS,“ALLIGATOR  JAWS”  Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10499-0,MN-222-0S3423,SAWALHE  TISSUE  GRASPING  FORCEPS Φ 10X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10507-0,MN-222-0S3573,BABCOCK  GRASPING  FORCEPS Φ 10X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10510-0,MN-222-5T3583,"VANCAILLIE  OVIDUCT  FORCEPS Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10541-0,MN-222-5Y3553,BABCOCK  GRASPING  FORCEPS  INSERT Φ 5X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10304-0,DOL-90105602.KL2,BED SIDE CABINET COMPACT WITH REFRIGERATOR KL2: ABS TOP. WITH REFRIGERATOR.,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10313-0,DOL-90107201.T19.W8,STRETCHER EMERGENCY T19: 150 MM CASTORS WITH CENTRAL & DIRECTIONAL LOCK. W8: IV STAND.,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10318-0,DOL-90109102,DRUG CABINET TWO DOOR.,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10319-0,DOL-90109103,DRUG CABINET ONE DOOR.,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10322-0,DOL-90110102,NEGATOSCOPE FOR TWO FILMS. STEEL CONSTRUCTION,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10351-0,DOL-90101139,VIGOROUS 13 HOSPITAL BED 2 MOTORS,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10366-0,DOL-90108201,TROLLEY DRUG DISTRIBUTION,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
1-13446-0,VAC 9910-340,1 LITRE BACTICLEAR® ANTIMICROBIAL SUCTION LINER - BOX OF 25,Ea,TRD,Yes,VacSax Ltd,Medical Disposables/Classic
5-10258-0,SH-040-000592-00,REUSABLE ADULT CUFF U1880S 25~35CM,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10265-0,SH-040-000599-00,REUSABLE LARGE ADULT CULFF (LONG AIR HOSE) U1889S  33~47CM,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
1-13509-0,CO-50005-CSE,"AQUAGUARD MOISTURE BARRIER SHEET 5X5"", 14 PACKAGES OF 7 SHEETS",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13510-0,CO-50010-CSE,"AQUAGUARD MOISTURE BARRIER SHEET 7X7"", 14 PACKAGES OF 7 SHEETS",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13449-0,JF-C2103-L,SHOE COVER (BOOTS) SMS BLUE  40GSM,Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
5-10402-0,MN-115-047750-00,S-VIDEO CABLE,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
1-13493-1,JM-G2045B3,"GOWN SURGICAL MEDUIEM SMS BLUE,STERILE- 50/CS-40GSM, SINGLE WRAP",Ea,MFG,No,,Medical Disposables/Classic
1-13499-1,JM-G2060B3,"GOWN SURGICAL X-LARGE SMS BLUE,STERILE- 50/CS-40GSM, SINGLE WRAP",Ea,MFG,Yes,,Medical Disposables/Classic
1-13325-0,ROM-NB80,"NEBULIZER WITH N1 (VAT) BOTTLE, CHILD + ADULT MASK, 1.5M TUBE, FILTERS X 5PCS, MOUTHPIECE, STRING BAG (S-020)",Ea,TRD,No,Rossmax International Ltd,Retail
1-13456-0,HSG HSG S,HELIOSOND GASTRIC TUBE,Ea,TRD,No,Helioscope France,Medical Equipment
1-13457-0,Newtech 720,HELIOSHERE GASTRIC BALLON 720,Ea,TRD,No,Helioscope France,Medical Equipment
5-10554-0,BIO-Wiz Plus-3,RIGHTEST GLUCOSE METER WIZ PLUS  STARTER KIT,Ea,TRD,No,Bionime GmbH,Retail
5-10615-0,6012B-PA01844,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, NELLCOR SPO2, ADT, EMR, , 5G/2.4G WI-FI, MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10628-0,6012B-PA01846,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, NELLCOR SPO2, SMARTTEMP, ADT, EMR, , RECORDER, 5G/2.4G WI-FI, MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13344-0,CO-1011010,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER 10X10 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13353-0,CO-1017575,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER 7.5X7.5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13354-0,CO-1030505,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER (LITE) 5X5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13365-0,Co-1051517,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER 15X17 CM (SACRUM),Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13368-0,CO-2000520,COVAWOUND™ FOAM NON-ADHERENT FOAM DRESSING 5X20 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13389-0,CO-5001010,COVAWOUND™ HYDROCOLLOID HYDROCOLLOID DRESSING 10X10 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13397-0,CO-5200510,COVAWOUND™ HYDROCOLLOID DRESSING (THIN/TRANSPARENT) 5X10 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
4-10132-0,VY-2052133-002V2,LDWR ECG IEC SPU 5-LEAD GRAB 100CM,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10133-0,VY-2052133-001,"LEADWIRE, SPU, 3-LEAD, GRAB, IEC 10/BOX",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
1-13430-0,JM-FMASK-BE,JM-FMASK-BE : FACE MASK 3PLY EAR LOOP,Ea,MFG,No,,Medical Disposables/Classic
5-10433-0,SN-4002-00525,IMAGE PROCESSOR: HD-500,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10437-0,SN-4003-00064,"VIDEO COLONOSCOPE EC-500L:Φ12.9*1350MM, 4.2MM WORKING CHANNEL",Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10442-0,SN-4003-00059,"VIDEO GASTROSCOPE  EG-500:Φ9.3*1050MM, 2.8MM WORKING CHANNEL",Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10447-0,SN-4003-00065,"VIDEO COLONOSCOPE EC-500L/T:Φ12.9*1700MM, 4.2MM WORKING CHANNEL",Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10451-0,5-10451-0,WATER BOTTLE SET - HD-500 ENDOSCOPY SYSTEM,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10458-0,SN-4002-00070,HDT-500 TROLLEY SYSTEM,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
2-13332-0,SF-FS001,"FACE SHIELD, PROTECT FACE, NOSE, MOUTH AND EYES, SHOULD COVER FOREHEAD, EXTEND BELOW CHIN AND WRAP AROUND THE SIDE AND FACE",Ea,TRD,Yes,SHAOXING FUQING HEALTH PROD.CO,Medical Disposables/Classic
2-13468-0,CO-5551220,COLACTIVE® PLUS AG COLLAGEN MATRIX DRESSING WITH SILVER 5X5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13489-0,JM-P23623,"LAPAROSCOPY PACK, SINGLE USE , STERILE",Ea,MFG,No,,Medical Disposables/Classic
5-10637-0,6012B-PA02019,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, NELLCOR SPO2, IR TEMP DOCK(COVIDIEN/EXERGEN) (COVIDIEN GENIUS 2 THERMOMETER INCLUDED), ADT, EMR, , MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10379-0,aX-201-017,AX-201-017 - CETUS OPTION | CARDIAC OUTPUT,Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
5-10487-0,MN-222-5S3303,"BOWEL  GRASPER,  FENESTRATED Φ 5X360",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10488-0,MN-222-5T3303,"BOWEL  GRASPER,  FENESTRATED Φ 5X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10678-0,M2K3B-PA00089,"UMEC12: 12.1"" TOUCH SCREEN, ECG, RESP, MINDRAY SPO2, NIBP, 2-CH TEMP, MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT, RECORDER, ANALOG/VGA PORT, 2-CH IBP + C.O. MODULE",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10684-0,M1K6B-PA00034,"UMEC10: 10.4"" NON-TOUCH SCREEN, ECG, RESP, MINDRAY SPO2, NIBP, 1-CH TEMP, MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT, RECORDER",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10754-0,MN-DJ15-0009-003,"MAIN UNIT: VIDEO VERSION CONTAINS HYLED X9, HYLED X5, AICS PLUS(X9), AND MULTI-FUNCTIONAL HANDLE FUNCTION",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10773-0,MN-115-047643-00,VIDEO RECORDER AND CAMERA CONTROLLER(ES),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10778-0,MN-115-065715-00,MODULAR 2-ARM KIT FOR DISPLAY&FHDCAMERA,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10779-0,MN-115-065716-00,MODULAR 2-ARM UPGRADE KIT FOR DISPLAY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13615-0,BMC-F3M,CPAP F3 FULL FACE MASK NON VENTED WITH EXTRA VENTED ELBOW (SIZE MEDIUM ),Ea,TRD,Yes,"BMC Medical CO., Ltd",Medical Disposables/Classic
5-11208-0,PRA-AF12000,ALUMINIUM TROLLEY WITH SPRING-LOADED BASE - VOLUME 223 LITRES - Ø 125 MM CORNER WHEELS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11214-0,PRA-8H135BL,X-RAY FILE TROLLEY - DIVIDERS - TOP ACCESS TRAY,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
4-10147-0,VY-900178-002,"VITAL SIGNS DIAGNOSTIC CARDIOLOGY ECG CONNECTOR SET MACTRODE, AHA, 10/SET",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10158-0,VY-2016033-001,"VITAL SIGNS DIAGNOSTIC CARDIOLOGY LEADWIRE, LOOSE 14/SET, BANANA, AHA",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
5-10932-0,PRA-8YM64H100DIN24_RM,NEOP PREMIUM MEDICINE TROLLEY 600X400 H100 DIN 24 PATIENTS – MAGENTA PINK,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10964-0,PRA-8YCHM164H120FRC_BC,NEOP BASIC MEDICINE TROLLEY 600X400 H120 - ROLLER SHUTTER DOOR + CODE LOCK – SKYE BLUE,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11171-0,PRA-AH10201,15-PATIENT LINEN TROLLEY WITHOUT HANDLE,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10894-0,MN-115-037732-00,VS-600/900 TROLLEY BASKET (WITH HANDLE),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10901-0,MN-DJ15-0001-016-P,INCLUDE HYBASE 8500 MAIN UNIT 2-JOINT HEAD PLATE 2-JOINT LEG PLATE(PAIR)UPPER BACK PLATE LONGITUDINAL SLIDE MEMORISED FOAM PAD CORDED HAND CONTROL(LCD SLIDE)LIGHT ANA.FRAME W/CLAMP 2 HEAVY ARM BOARD W/CLAMP(MFP),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10905-0,MN-DJ15-0001-002-P,INCLUDE HYBASE 6100 MAIN UNIT HEAD PLATE LEFT LEG PLATE RIGHT LEG PLATE MEMORISED FOAM PAD LONGITUDINAL SHIFT HAND CONTROL WITH SHIFT LIGHT ANA. FRAME W/CLAMP 2 HEAVY ARM BOARD W/CLAMP(MFP),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13541-0,ME-MSGLT-04,"ADULT ECG ELECTRODE STRESS TEST 50 X 35 X 1 MM FOAM, ENHANCED",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13549-0,ME-3423MED,"ADULT ECG ELECTRODE DIAGNOSTIC RESTING ELECTRODES 34 X 23 MM PAPER/PET RADIOLUCENT, STANDARD, HYDROGEL",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13576-0,ME-MSGBW-28RT,"INFANTS ECG ELECTRODE  NEO-NATAL PRE-WIRED 28 X 20 MM CLOTH, HYDROGEL",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13584-0,ME-MSGST-37,"PEDIATRIC ECG ELECTRODE MONITORING 35 X 30 X 1 MM FOAM, ENHANCED STANDARD",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
5-11104-0,PRA-AGIL4_05,400X400 AGILY TROLLEY - CONFIGURATION N°05,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10797-0,MN-115-002480-00,SMALL INFANT BLOOD PRESSURE CUFF,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11131-0,PRA-FA64203.23,DRESSING TROLLEY 600 X 400 - 2 SHELVES + 3 DRAWERS (1 KEY-LOCKED) - APPLE GREEN COLOUR,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11141-0,PRA-FA44202.23,DRESSING TROLLEY 400 X 400 - 2 SHELVES + 2 DRAWERS (1 KEY-LOCKED) - APPLE GREEN COLOUR,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11156-0,PRA-AJ12025,"3-LEVEL TROLLEY WITH DOORS, WITH 2 BAG HOLDERS ON THE BACK - RAPID HITCHING SYSTEM SUPPLIED COMPLETE WITH LIDS AND PEDALS",Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11157-0,PRA-KB3833,WHITE LID,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11167-0,PRA-AJ02040,"SORTING RACK, 3 COLUMNS, FOR WORKTOP OR INSIDE SHELF",Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11191-0,PRA-AB12191,"WALL MOUNTED SUPPORT FOR 1 BAG, WITH LID",Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11193-0,PRA-KB3833B,BLUE LID,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10822-0,MN-115-061263-00,DISPOSABLE STERILIZING HANDLE ADAPTER,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10837-0,MN-DJ15-0034-003,TOUCH WALL CONTROL PANEL,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10872-0,MN-115-019381-00,VIDEO/COMPOSITE/CVBS CABLE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
