SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
129,4222161601800,CONTROLLER INFUSION FLOW (FLOW RATE REGULATOR) GRAVITY TYPE ON/OFF MODE ADJUSTMENT KNOB (CLOCKWISE DIRECTION LOWER FLOW RATES ANTICLOCKWISE DIRECTION HIGHER FLOW RATES) SCALE RANGE FROM 2 ML TO 350 ML CONSTANT FLOW RATE Y - PORT INJECTION UNIVERSAL MALE AND FEMALE LUER CONNECTIONS LATEX FREE DEPH FREE TOTAL LENGTH 45 CM DISPOSABLE STERILE,EA,ITEMIZED,"37,680"
130,4214410400700,"CONNECTOR, FOR DRAINAGE BAG, LUER LOCK TO FUNNEL, DISPOSABLE, STERILE",EA,ITEMIZED,"15,000"
131,4223160922900,"TUBE CONNECTING, MALE LUER LOCK AND DRAINAGE BAG CONNECTOR, ONE WAY STOPCOCK ATTACHED, LENGTH 15-
30CM",EA,ITEMIZED,"30,000"
132,4222160500100,"TWIN SPIKE, VENTED, ASPIRATION, FOR FLUID TRANSFER",EA,ITEMIZED,"1,000"
133,4229480500300,"FILTER, INCUBATOR AIR FILTER, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE",EA,ITEMIZED,"17,640"
134,4229553701600,"INCUBATOR, ISOLETTE, ENTRY PORT SLEEVES, DISPOSABLE",EA,ITEMIZED,"3,600"
135,4713191000300,"PORT, HOLES - NEONATE GIRAFFE INCUBATOR, FOR GIRAFFE",EA,ITEMIZED,300
136,4219181400100,"PROBE, FOR TEMPERATURE, NEONATE, COMPATIBLE WITH GIRAFFE INCUBATOR, DISPOSABLE",EA,ITEMIZED,"39,845"
137,4222160407700,"DEVICE, TRANSFER, CHEMOTHERAPY, CONNECTOR, LUER LOCK/CONNECTOR MEMBRANE, DISPOSABLE, STERILE",EA,GROUP 1,"5,94,644"
138,4222161001300,"DEVICE, TRANSFER, CHEMOTHERAPY, LUER LOCK, WITH LOCKING MECHANISM",EA,GROUP 1,"7,16,486"
139,4222161001400,"DEVICE, TRANSFER, CHEMOTHERAPY, WITH INTRAVENOUS SPIKE MEMBRANE CONNECTOR, 40 CM, EXTENSION TUBE, DISPOSABLE, STERILE",EA,GROUP 1,"3,65,297"
140,4222161001500,"DEVICE, TRANSFER, CHEMOTHERAPY, WITH INTRAVENOUS SPIKE MEMBRANE CONNECTOR, AND LOCKING
MECHANISM",EA,GROUP 1,"3,20,348"
141,4222220200500,"ADAPTER VIAL RECONSTITUTION ACCESS DEVICE, FOR VIALS 14 - 20 MM, EQUALIZING CAPACITY 20 ML, COLOR CODED CAP, STERILE, DISPOSABLE",EA,GROUP 2,"6,55,541"
142,4222220200300,"ADAPTER VIAL RECONSTITUTION ACCESS DEVICE, FOR VIAL 14 - 20 MM, EQUALIZING CAPACITY 50 ML, COLOR CODED
CAP, STERILE DISPOSABLE",EA,GROUP 2,"4,98,515"
143,4222220200600,"ADAPTER VIAL RECONSTITUTION ACCESS DEVICE, FOR VIAL UP TO 13 MM, EQUALIZING CAPACITY 20 ML, COLOR CODED CAP, STERILE, DISPOSABLE",EA,GROUP 2,"2,69,745"
144,4618170200500,"MAT, PREP, NON - LINTING, COMPRISED OF 3 LAYERS (PENETRABLE MESH/ABSORBENT GAUZE/NON - PERMEABLE PLASTIC BACKING), DISPOSABLE",EA,ITEMIZED,"28,762"
145,4214270224700,"SET, IV PUMP, CHEMOTHERAPY, SECONDARY MEDICATION LOCKING LUER CONNECTOR, LIGHT-SENSITIVE, NON PVC, LATEX FREE, NEEDLE FREE, NON DEHP, WITH MIXING ACCESS, DISPOSABLE, STERILE",EA,ITEMIZED,"36,750"
146,4214270224800,"SET, IV PUMP, FOR CHEMOTHERAPY, 4 LOCKING LUER ACCESS PORTS, ABOVE THE DRIP CHAMBER, LIGHT-SENSITIVE, NON PVC, LATEX FREE, NEEDLE FREE, NONDEHP SPLIT SEPTUM PORTS, DISPOSABLE, STERILE",EA,ITEMIZED,"1,57,402"
147,4214390201300,"CATHETER, PICC, SINGLE LUMEN, POLYURETHANE, PERIPHERALLY INSERTED VENOUS ACCESS, FOR PREMATURE BABY AND NEONATE, 1 FR, LENGTH 20-25 CM, W/SPLITTING NEEDLE SET, RADIOPAQUE, 28 GA, PEEL PACK, DISPOSABLE, STERILE",EA,ITEMIZED,"5,743"
148,4220340526500,"CATHETER, PICC, POLYURETHANE, SINGLE LUMEN, 1.2 FR, LENGTH 20-25 CM, NEEDLE SIZE 28 G, WITH MICROFLASH INTRODUCER, X - RAY OPAQUE, CATHETER GRADUATIONS EVERY CM, INTEGRAL EXTENSION WITH WING PERMITS SECURE CATHETER FIXATION UNIQUE SPLIT CANNULA, AND EYELET GIVES RAPID VISIBILITY OF FLASHBACK, DISPOSABLE, STERILE",EA,ITEMIZED,"7,620"
149,4222150400400,"CATHETER, PICC, SINGLE LUMEN, BASIC KIT, 1.9 FRENCH, CATHETER SILICONE PERIPHERALLY INSERTED VENOUS ACCESS PARENTERAL NUTRITION, ADMINISTRATION OF MEDIC ATION, IN PREMATURE BABY AND NEONATE LENGTH 50 CM, PEEL PACK SIZE, THE CONTENTS ARE 1.9 FRENCH INTRODUCE, DISPOSABLE, STERILE",EA,ITEMIZED,"3,685"
150,4220340526400,"CATHETER, PICC, SINGLE LUMEN, PUR CATHETER, 1.9 FRENCH CATHETER, 30-50 CM, X-RAY OPAQUE, ONE PIECE CATHETER CONSTRUCTION, INTEGRAL EXTENSION WITH WING, CATHETER GRADUATIONS EVERY CM, KIT SHOULD CONTENTS 1 X CATHETER, GAUZE, BALL SWAB, DRESSING FILM, FORCEPS, 1 X 10 ML SYRINGE, 1 X MICROFLASH INTRODUCER, HYPODERMIC NEEDLE, 1 X TAPE MEASURE, 1 X DRAPE, DISPOSABLE, STERILE",EA,ITEMIZED,"2,441"
151,4214272001800,"CATHETER, PICC, SINGLE LUMEN, SILICONE, PERIPHERALLY INSERTED VENOUS ACCESS, FOR PREMATURE BABY AND NEONATE, 2 FRENCH, LENGTH 30-35 CM, PEEL PACK, DISPOSABLE, STERILE",EA,ITEMIZED,"5,495"
152,4222150403400,"SET, CATHETER, THERAPY, PERIPHERALLY INSERTED CENTRAL CATHETER (PICC LINE), 4 FRENCH, SINGLE LUMEN, 50-60 CM LENGTH, PEEL AWAY SHEATH 5FRENCH, 21 G NEEDLE, 0.018 INCH GUIDE WIRE, DISPOSABLE, STERILE",EA,ITEMIZED,"6,038"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
153,4222150403500,"SET, CATHETER, THERAPY, PERIPHERALLY INSERTED CENTRAL CATHETER (PICC LINE), 5 FRENCH, DOUBLE LUMEN, 50- 60 CM LENGTH, PEEL AWAY SHEATH 6 FRENCH, 21 G NEEDLE, 0.018 INCH GUIDEWIRE, DISPOSABLE, STERILE",EA,ITEMIZED,"6,834"
154,4222170101700,"BAGS, TPN, EVA, LIGHT PROTECTED, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMALE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (250 ML)",EA,ITEMIZED,"2,19,300"
155,4222170101900,"BAGS, TPN, EVA, LIGHT PROTECTED, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMALE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (500 ML)",EA,ITEMIZED,"1,56,035"
156,4222170101800,"BAGS, TPN, EVA, LIGHT PROTECTED, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMALE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (1000 ML)",EA,ITEMIZED,"1,25,400"
157,4222170102000,"BAGS, TPN, EVA, LIGHT PROTECTED, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMALE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (2000 ML)",EA,ITEMIZED,"98,400"
158,4222170102100,"BAGS, TPN, EVA, LIGHT PROTECTED, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMALE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (3000 ML)",EA,ITEMIZED,"1,16,700"
159,4223150401300,"BAGS, TPN, EVA, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMA LE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (100 ML)",EA,ITEMIZED,"1,06,060"
160,4217190000100,"BAGS, TPN, EVA, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMA LE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON - LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING - PORT AND GIVING PORT, 6 - LATEX FREE, NON - DEHP, PVC FREE, TRANSPARENT BAG, SIZE : (250 ML)",EA,ITEMIZED,"1,83,480"
161,4217190000300,"BAGS, TPN, EVA, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMA LE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON - LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING - PORT AND GIVING PORT, 6 - LATEX FREE, NON - DEHP, PVC FREE, TRANSPARENT BAG, SIZE : (500 ML)",EA,ITEMIZED,"1,87,030"
162,4217190000000,"BAGS, TPN, EVA, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMA LE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING -PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (1000 ML)",EA,ITEMIZED,"9,31,337"
163,4217190000200,"BAGS, TPN, EVA, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMA LE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON - LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING - PORT AND GIVING PORT, 6 - LATEX FREE, NON - DEHP, PVC FREE, TRANSPARENT BAG, SIZE : 3000 ML",EA,ITEMIZED,"48,640"
164,4223150400600,"BAGS, TPN, EVA, SPECIFICATIONS OF: STERILE ETHYL VINYL ACETATE (EVA) AG, INJECTION PART, PP (POLYPROPYLENE AND PVC (POLY VINYL CHLORIDE), FEMALE CONNECTOR WITH EXTRA CAP, ABS (ACRYLONITRILE BUTADIENE STYRENE), NON- LATEX INJECTION PORT, NO PHTHALATE, NUMBER OF PORT, ADD PORT, FILLING-PORT AND GIVING PORT, 6-LATEX FREE, NON-DEHP, PVC FREE, TRANSPARENT BAG, SIZE: (2000 ML)",EA,ITEMIZED,"5,80,160"
165,4222170105500,"BAG, INFUSION, IV FLUID EMPTY, 500 ML, STERILE",EA,ITEMIZED,"35,229"
166,4222170105400,"BAG, INFUSION, IV FLUID EMPTY, 3000 ML, STERILE",EA,ITEMIZED,"8,026"
167,4222170104300,"TPN TUBES, WITH 0.2MICRON FILTER DHEP LATEX FREE, KINK RESISTANT HYPOALLERGENIC, COMPATIBLE WITH
MICREL, STERILE",EA,GROUP 3,"93,598"
168,4222170105300,"LIPID TUBES, WITH 1.2MICRON FILTER DHEP LATEX FREE, KINK RESISTANT HYPOALLERGENIC, COMPATIBLE WITH
MICREL, STERILE",EA,GROUP 3,"2,93,040"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
169,4222170102300,TPN PUMP BACK BAGS,EA,GROUP 3,300
170,4223160908800,"TUBE, INLET, NON-VENTED, HIGH VOLUME TUBE, FOR CONNECTION FROM BAG OR VENTED BOTTLE TO SELECTOR
VALVE, STERILE",EA,ITEMIZED,"45,957"
171,4223160908900,"TUBE, INLET, VENTED, HIGH VOLUME TUBE, FOR CONNECTION FROM NON-VENTED BOTTLE TO SELECTOR VALVE",EA,ITEMIZED,"7,690"
172,4223160909000,"TUBE, INLET, VENTED, MICRO VOLUME, TPN, STERILE",EA,ITEMIZED,"13,950"
173,4218191700700,"NEEDLE, FILTER, BLUNT, 5 MICRON, 18 G X 1 - 1/2 INCH",EA,ITEMIZED,"19,71,331"
174,4214251000000,"NEEDLE, FILTER, BLUNT, 5 MICRON, 19 G X 1-1/2 INCH",EA,ITEMIZED,"34,63,410"
175,4222160500400,PRIMARY SELECTOR VALVE WITH 24 INLET AND LARGE-BORE OUTLET CONNECTOR FOR BAG,EA,ITEMIZED,"2,600"
176,4214260801700,"SYRINGE, INLET, MUST BE COMPATIBLE WITH TPN COMPOUNDER, EM 2400 OR EQUIVALENT",EA,ITEMIZED,"60,852"
177,4222230800500,"SET, BLOOD EXCHANGE TRANSFUSION : 2 SYRINGE 20 ML, 1STOPCOCK 4 - WAYS, 2 CATHETER UMBILICAL, 3 GAUZE SPONGE 50 X 50 MM, 1 SET TRANSFUSION, 1 SYR INGE LUER 10 ML, 1 TUBE EXTENSION FOR EVACUATION OF DISCARDED BLOOD, 1 RULER 15 CM FOR VENOUS PRESSURE MEASUREMENT, 1 DRAPE FENESTRATED, 1 CONTAINER PLASTIC, DISPOSABLE, STERILE",EA,ITEMIZED,"14,297"
178,4222230800600,"SET, FOR BLOOD ADMINISTRATION, PYROGEN FREE, COMPLETE WITH 100 ML GRADUATED CHAMBER, WITH FILTER 180-200MICRON DISPOSABLE, STERILE",EA,ITEMIZED,"13,63,427"
179,4222230800700,"SET, FOR BLOOD ADMINISTRATION, PYROGEN FREE, SUITABLE FOR USE WITH BLOOD BAG, PACKING: EACH SET INDIVIDUALLY PACKED, DISPOSABLE, STERILE",EA,ITEMIZED,"18,95,808"
180,4222230100000,"SET, FOR BLOOD TRANSFUSION, MUST HAVE VENTED SPIKE FOR GLASS BOTTLES, SHARP PIERCING SPIKE: EASY PENETRATION, EMPTIES LEAVING NO RESIDUE, BACT ERIA TIGHT VENTING, DRIP CHAMBER, LATEX-FREE AND EO STERILIZED, FILTER AREA 10 CM",EA,ITEMIZED,"4,23,657"
181,4111620002500,"I.V. PUMP BLOOD SET, Y-TUBING 170-210 MICRON FILTER, NON PVC, LATEX FREE, NEEDLE FREE, NON DEHP, SPLIT SEPTUM PORTS, NO PORTS BELOW FILTER, COMPATABLE WITH HOSPITAL MACHINE, STERILE. DISPOSABLE",EA,ITEMIZED,"1,37,277"
182,4214270224300,"SET, IV EXTENSION, 30 CM, WITH INTEGRATED 0.2 MICRON MEDICATION FILTER, LATEX FREE, NEEDLE FREE, NON DEHP SPLIT SEPTUM PORTS, STERILE, DISPOSABLE",EA,ITEMIZED,"1,34,115"
183,4214270224400,"SET, IV EXTENSION, 30 CM, WITH INTEGRATED 1.2 MICRON LIPID COMPATIBLE FILTER, LATEX FREE, NEEDLE FREE NONDEHP SPLIT SEPTUM PORTS, STERILE, DISPOSABLE",EA,ITEMIZED,"3,74,770"
184,4222151213200,"SET, IV SOLUTION ADMINISTRATION PVC, MICRODRIP, PYROGEN FREE WITH SAFETY VALVE AND 100 ML MEASURING CHAMBER, LUER LOCK DEVICE, FOR INJECTION OF DRUGS, DISPOSABLE, STERILE",EA,ITEMIZED,"20,98,175"
185,4222151213300,"SET, IV SOLUTION ADMINISTRATION PVC, MICRODRIP, PYROGEN FREE WITH SAFETY VALVE AND 150 ML MEASURING CHAMBER, LUER LOCK DEVICE FOR INJECTI ON OF DRUGS, DISPOSABLE, STERILE",EA,ITEMIZED,"22,48,231"
186,4222151210800,"SET, IV SOLUTION ADMINISTRATION PVC, TUBING WITH VENTED DRIPPING CHAMBER MICRODRIP 60 DROPS / 1ML, PYROGEN FREE, COMPLETE, LENGTH NOT LESS THAN 120 CM, LUER LOCK DEVICE FOR INJECTION OF DRUGS, DISPOSABLE, STERILE",EA,ITEMIZED,"2,25,400"
187,4222151210900,"SET, IV SOLUTION ADMINISTRATION, VENTED WITH Y-INJECTION SITE, BURRED TYPE 150 X 60 DROPS FOR ABBOTT, LIFE CARE 5000 XL INFUSION PUMP, DISPOSABLE, STERILE",EA,ITEMIZED,"11,120"
188,4222151209700,"SET, IV SOLUTION ADMINISTRATION PVC, MACRODRIP 20 DROPS / 1 ML, PYROGEN FREE HYDROPHOBIC ADEQUATE AIR VENT, FILTER 15 MICRON, FLOW CONTRO L ROLLER CLAMP, TUBING NOT LESS THAN 1.8 METER AND DIAMETER
I.D 3MM AND O.D 4.1 MM, FITTED WITH NEEDLE G21 TO LUER LOCK DEVICE FOR INJECTION OF DRUGS WITH Y- INJECTION SITE PORT, WITH PEAL OFF PACKING, DISPOSABLE, STERILE",EA,ITEMIZED,"3,56,87,295"
189,4227250011100,"SET, ADMINISTRATION, INTRAVENOUS, 68 INCH, TUBING 15 / 20 DROPS / ML, NON VENTED, WITH NEEDLE ADAPTOR LUER LOCK, DISPOSABLE, STERILE",EA,ITEMIZED,"9,41,920"
190,4227250011300,"SET, ADMINISTRATION, NON-VENTED / VENTED, ADD-IMED PRIMARY WITH CHECK VALVE 20 DROPS / ML, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE, STERILE",EA,ITEMIZED,"23,96,975"
191,4214270224600,"SET, I.V. PUMP BURETTE, 150 ML, VENTED, LATEX FREE, NEEDLE FREE, NON DEHP SPLIT SEPTUM PORTS, COMPATIBLE WITH HOSPITAL MACHINE, DISPOSABLE, STERILE",EA,ITEMIZED,"2,37,778"
192,4214270224500,"SET, IV EXTENSION, SECONDARY MEDICATION LINE, LATEX FREE, NEEDLE FREE, NON DEHP, DISPOSABLE, STERILE",EA,ITEMIZED,"9,04,223"
193,4222151200700,"IV SET ULTRABLOCK, UV RESISTANT TUBING PROTECTS LIGHT SENSITIVE IV FLUIDS FROM UV EXPOSURE, FEMALE LUER LOCK CONNECTOR, FREE FLOW PROTECTOR CLIP, ULTRASITE INJECTION SITE 6 AND IN DISTAL END, SPIN LOCK CONNECTOR, LATEX FREE, PRIMING VOLUME:11 ML, LENGTH 89 IN ( 226 CM), STERILE, INDIVIDUALLY PACKED, DISPOSABLE",EA,ITEMIZED,"9,319"
194,4227250011200,"SET, ADMINISTRATION, ISL LIGHT-SENSITIVE, INFUSION SOLUTION OPAQUE, 250 CM, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE, DISPOSABLE, STERILE",EA,ITEMIZED,"5,90,088"
195,4214270224200,"SET, IV ADMINISTRATION, SCALP VEIN, 21 G X 3 / 4 TUBING 7-12 INCH, WITH LUER LOCK, DISPOSABLE, STERILE",EA,ITEMIZED,"6,39,640"
196,4222161605800,"SET, IV, EXTENSION, TUBE, PVC, LENGTH 100CM, MALE AND FEMALE LUER LOCK, STERILE, DISPOSABLE",PC,ITEMIZED,500
197,4222161601900,"IV EXTENSION TUBE ( 250 CM), INTERNAL DIAMETER 2.5 MM, MALE LUER-LOCK CAP, FREE OF ( DEHP AND LATEX) STERILE, DISPOSABLE, SINGLE USE, INDIVIDUALIZED PACKAGING, ENDS MUST NOT FIT ENTERAL TUBING",EA,ITEMIZED,"39,317"
198,4214270224100,"SET, I.V. ADMINISTRATION, FOR BAXTER INFUSION PUMP, DISPOSABLE, STERILE",EA,ITEMIZED,"26,010"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
199,4229460601200,"SET, EXTENSION, LUER LOCK, WITH 3 WAY STOPCOCK, 50 CM, DISPOSABLE, STERILE",EA,ITEMIZED,"14,99,036"
200,4222161201600,"STOPCOCK, 3-WAYS, HIGH PRESSURE (UP TO 1200 PSI), TRANSPARENT LUER LOCK, WITH TWO FEMALE AND ONE
MALE, DISPOSABLE, STERILE",EA,ITEMIZED,"18,36,879"
201,4222161200100,"STOPCOCK, 3-WAYS, TRANSPARENT, LUER LOCK, WITH 10 CM EXTENSION TUBE, KINK RESISTANCE, DISPOSABLE,
STERILE",EA,ITEMIZED,"94,62,373"
202,4222161900000,"STOPCOCK, 3-WAYS, TRANSPARENT, LUER LOCK, WITH 25 CM EXTENSION TUBE, KINK RESISTANCE, DISPOSABLE,
STERILE",EA,ITEMIZED,"10,36,690"
203,4222161200000,"STOPCOCK, 3-WAYS, TRANSPARENT, LUER LOCK, WITH 30 CM EXTENSION TUBE, KINK RESISTANCE, DISPOSABLE,
STERILE",EA,ITEMIZED,"7,52,857"
204,4222161900100,"STOPCOCK, 3-WAYS, TRANSPARENT, LUER LOCK, WITH 80 CM EXTENSION TUBE, KINK RESISTANCE, DISPOSABLE,
STERILE",EA,ITEMIZED,"8,74,300"
205,4222161203000,"STOPCOCK, 3-WAYS, TRANSPARENT, LUER LOCK, KINK RESISTANCE, DISPOSABLE, STERILE",EA,ITEMIZED,"3,00,000"
206,4222161605200,"SET EXTENSION, 0.2U AIR ELIMINATING FILTER WITH MALE LEUR CLAMP, STERILE",EA,ITEMIZED,"3,750"
207,4229460601300,"SET, EXTENSION, TUBING, FOR PERFUSOR SYRINGE PUMP, 1.5 MM, 4-4.5 ML PRIMING VOLUME, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE, DISPOSABLE, STERILE",EA,ITEMIZED,"9,05,658"
208,4229610027100,"EXTENSION TUBING CONNECTOR, PLASTIC, 1 SIDE NEEDLE FREE, 15-20 CM, STRAIGHT",EA,ITEMIZED,"63,530"
209,4227250008600,"EXTENSION, LINE, 200 CM LENGTH, PRIME VOLUME 1.3 MALE/FEMALE, LUER LOCK, ULTRAVIOLET LIGHT RESISTANT, SUITABLE FOR SYRINGE DRIVERS ,DISPOSABLE, STERILE",EA,ITEMIZED,"94,543"
210,4227250010700,"EXTENSION, TUBING, Y SHAPE, MICROBORE, 15 CM (+/- 1CM), APPROXIMATELY, WITH NEEDLE FREE CAP RIGID, DEHP FREE, DISPOSABLE, STERILE",EA,ITEMIZED,"3,08,210"
211,4222151211300,"EXTENSION TUBE, 30CM LENGTH, WITH SLIDE CLAMP AND SECURE LOCK, MALE ADAPTOR, DISPOSABLE, STERILE",EA,ITEMIZED,"1,62,800"
212,4222151211400,"EXTENSION TUBE (T CONNECTOR), MICROBORE, NONPYROGENIC, WITH SLIDE CLAMP, LENGTH 10-20 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"4,31,485"
213,4227250002300,"TUBING, PLASTICIZED, MALE / MALE LUER, Y-EXTENSION WITH ONE-WAY CHECK VALVE WITH FEMALE LUER, 173 CM
(+/- 5CM)",EA,ITEMIZED,"4,194"
214,4227170502900,"TUBING, CONNECTOR, SIMS OR EQUIVALENT, 5 - 10 MM, STERILE",EA,ITEMIZED,"36,150"
215,4227170503000,"TUBING, CONNECTOR, Y-SHAPED, TAPERED, 1/4-1/2 INCH X 3 M",EA,ITEMIZED,100
216,4227250002200,"TUBING, PLASTICIZED, MALE / MALE LUER, 0.2 MICRON FILTER, INTEGRAL ANTI-SIPHON VALVE, 152 CM (+/- 5CM),",EA,ITEMIZED,"4,250"
217,4218191500000,"TUBING, PRESSURE MONITORING TUBING, MALE - FEMALE, PRESSURE LINE, 24 INCH, DISPOSABLE, STERILE",EA,ITEMIZED,"76,560"
218,4214311500800,"MANOMETER, CONNECTING TUBE, 150 CM LONG DIAMETER 1 X 2 MM, CAPACITY 1.30 ML, DISPOSABLE, STERILE",EA,ITEMIZED,"32,895"
219,4222160500600,SPIKE FOR I.V BAG WITH CHECK VALVE LATEX FREE DISPOSABLE STERILE,EA,ITEMIZED,"1,000"
220,4110411500200,"FILTER 0.2-0.22 MICRON, EXTENSION TUBE, LOW PROTEIN BINDING, NEEDLE-FREE, DISPOSABLE, STERILE",EA,ITEMIZED,"55,388"
221,4110411500100,"FILTER, NON-PYROGENIC FLUID PATH NYLON, 1.2 MICRON, FOR FAT EMULSION, STERILE",EA,ITEMIZED,"1,92,918"
222,4227160004200,"FILTER, BLOOD TRANSFUSION, 40-60 MICRON, LOW RESIDUAL VOLUME 20 ML, RAPID FLOW RATE, COMPATIBLE WITH MULTIPLE BLOOD COMPONENTS, STERILE",each,ITEMIZED,"1,000"
223,4222150600200,"CATHETER, UMBILICAL, ARTERIAL, RADIO-OPAQUE, GRADUATED WITH ROUND SOFT TIP AND PROTECTOR TRANSPARENT TUBE, FOR NEWBORN BABIES, SIZE: FG 04, DISPOSABLE, STERILE",EA,ITEMIZED,"1,11,368"
224,4222150600000,"CATHETER, UMBILICAL, ARTERIAL, RADIO-OPAQUE, GRADUATED WITH ROUND SOFT TIP, AND PROTECTOR TRANSPARENT TUBE, FOR NEWBORN BABIES, SIZE: FG 05, D ISPOSABLE, STERILE",EA,ITEMIZED,"73,983"
225,4222150600100,"CATHETER, UMBILICAL, ARTERIAL, RADIO-OPAQUE, GRADUATED WITH ROUND SOFT TIP AND PROTECTOR TRANSPARENT TUBE, FOR NEWBORN BABIES, SIZE: 06 CH, DISPOSABLE, STERILE",EA,ITEMIZED,"90,490"
